id,loan_amnt,term,int_rate,installment,grade,sub_grade,annual_inc,emp_length,home_ownership,verification_status,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,purpose,default
51837688,25000.0,36.0,12.29,833.83,C,C1,110000.0,5.0,MORTGAGE,Source Verified,27.27,2.0,0.0,11.0,0.0,9622.0,69.7,41.0,debt_consolidation,1
58320404,30600.0,60.0,19.99,810.55,E,E4,63000.0,10.0,RENT,Source Verified,31.18,0.0,0.0,20.0,0.0,15907.0,79.9,54.0,debt_consolidation,0
40413026,8100.0,36.0,14.99,280.75,C,C5,48000.0,3.0,RENT,Not Verified,24.15,1.0,3.0,23.0,0.0,3781.0,40.0,35.0,debt_consolidation,0
66064447,6225.0,36.0,18.2,225.68,E,E1,45000.0,9.0,RENT,Source Verified,23.97,2.0,1.0,13.0,0.0,3254.0,30.4,20.0,debt_consolidation,1
114761969,9000.0,36.0,10.42,292.19,B,B3,103000.0,9.0,MORTGAGE,Source Verified,12.93,0.0,4.0,22.0,0.0,9611.0,20.8,67.0,credit_card,0
3236952,26500.0,60.0,15.88,642.75,C,C4,60000.0,10.0,MORTGAGE,Verified,18.66,0.0,0.0,11.0,0.0,30097.0,84.1,31.0,debt_consolidation,0
56522390,25000.0,60.0,14.65,590.17,C,C5,80000.0,10.0,MORTGAGE,Not Verified,31.07,0.0,1.0,20.0,0.0,40243.0,56.8,40.0,credit_card,0
131837119,8500.0,36.0,18.45,309.22,D,D2,64800.0,10.0,MORTGAGE,Source Verified,25.19,0.0,1.0,20.0,0.0,20110.0,59.5,50.0,credit_card,0
38458586,24000.0,60.0,8.19,488.82,A,A5,115000.0,10.0,MORTGAGE,Source Verified,19.49,0.0,0.0,15.0,0.0,19933.0,41.1,46.0,debt_consolidation,0
3526630,18000.0,60.0,16.29,440.51,C,C4,120000.0,7.0,MORTGAGE,Verified,14.72,0.0,2.0,14.0,0.0,31426.0,86.3,20.0,credit_card,0
85158024,20000.0,36.0,13.49,678.61,C,C2,195000.0,6.0,RENT,Verified,10.51,0.0,0.0,10.0,0.0,61416.0,91.1,30.0,debt_consolidation,1
59260068,5000.0,36.0,8.18,157.1,B,B1,75000.0,5.0,RENT,Source Verified,13.98,0.0,1.0,8.0,1.0,4687.0,33.0,14.0,credit_card,1
12285900,17000.0,36.0,7.62,529.75,A,A3,69000.0,10.0,MORTGAGE,Verified,21.02,0.0,1.0,16.0,0.0,47757.0,58.0,32.0,credit_card,0
49983992,25000.0,36.0,14.65,862.36,C,C5,70000.0,5.0,MORTGAGE,Source Verified,22.86,0.0,1.0,19.0,1.0,11138.0,50.2,43.0,debt_consolidation,0
85668261,35000.0,36.0,13.99,1196.05,C,C3,100000.0,8.0,MORTGAGE,Verified,25.11,0.0,0.0,12.0,0.0,26306.0,75.6,25.0,debt_consolidation,0
60316742,8000.0,36.0,12.29,266.83,C,C1,120000.0,10.0,MORTGAGE,Verified,26.41,3.0,3.0,15.0,0.0,11451.0,67.0,47.0,debt_consolidation,0
4558866,10850.0,36.0,10.16,350.92,B,B1,31000.0,2.0,RENT,Not Verified,25.43,0.0,1.0,16.0,1.0,18897.0,33.2,41.0,credit_card,0
69083259,3000.0,36.0,7.49,93.31,A,A4,26000.0,7.0,RENT,Not Verified,29.55,0.0,0.0,8.0,0.0,13465.0,69.1,13.0,major_purchase,0
4549030,23850.0,60.0,24.83,697.66,G,G2,116000.0,8.0,MORTGAGE,Verified,13.61,0.0,4.0,10.0,0.0,9656.0,61.1,36.0,home_improvement,1
12987459,14000.0,60.0,18.92,362.56,D,D4,35000.0,4.0,RENT,Source Verified,11.49,0.0,0.0,8.0,0.0,9367.0,74.9,16.0,debt_consolidation,0
35064230,20000.0,36.0,12.99,673.79,C,C2,74827.0,10.0,RENT,Source Verified,18.81,0.0,0.0,22.0,1.0,17713.0,31.5,26.0,debt_consolidation,1
60015328,3500.0,36.0,14.65,120.73,C,C5,41000.0,6.0,OWN,Source Verified,13.41,0.0,0.0,10.0,0.0,3778.0,46.6,22.0,debt_consolidation,0
77239250,12500.0,60.0,14.46,293.85,C,C4,44877.0,7.0,RENT,Source Verified,16.05,0.0,0.0,7.0,0.0,12276.0,80.8,12.0,debt_consolidation,0
76314143,19000.0,36.0,11.99,630.99,C,C1,120000.0,1.0,OWN,Source Verified,12.86,0.0,0.0,34.0,1.0,23670.0,46.0,74.0,debt_consolidation,0
48644465,7200.0,36.0,9.17,229.53,B,B2,40500.0,9.0,RENT,Source Verified,21.51,0.0,0.0,7.0,1.0,3792.0,37.2,20.0,credit_card,0
30415951,6400.0,36.0,13.98,218.68,C,C3,43000.0,10.0,RENT,Verified,10.52,0.0,2.0,5.0,1.0,2337.0,37.1,11.0,debt_consolidation,0
57246910,10000.0,36.0,13.33,338.54,C,C3,85000.0,8.0,MORTGAGE,Source Verified,4.97,0.0,4.0,7.0,1.0,6325.0,54.1,10.0,other,0
103471929,19200.0,36.0,16.99,684.44,D,D1,50000.0,10.0,RENT,Source Verified,29.98,0.0,0.0,12.0,0.0,5912.0,68.0,21.0,debt_consolidation,0
81383723,4800.0,36.0,9.16,153.0,B,B2,42000.0,10.0,MORTGAGE,Not Verified,15.51,0.0,0.0,7.0,0.0,1418.0,12.8,19.0,debt_consolidation,0
27612214,12550.0,36.0,17.57,451.02,D,D4,35000.0,4.0,RENT,Source Verified,38.79,0.0,1.0,10.0,0.0,9512.0,44.4,12.0,debt_consolidation,0
1379372,14125.0,60.0,14.33,331.09,C,C1,36000.0,4.0,RENT,Verified,18.27,0.0,1.0,11.0,0.0,8688.0,44.8,29.0,debt_consolidation,1
112752982,20000.0,36.0,7.97,626.46,A,A5,103000.0,10.0,MORTGAGE,Not Verified,34.38,2.0,1.0,23.0,0.0,47528.0,57.6,56.0,debt_consolidation,0
46587226,19200.0,60.0,15.61,462.94,D,D1,135000.0,10.0,MORTGAGE,Source Verified,8.82,0.0,2.0,11.0,2.0,14839.0,50.3,21.0,credit_card,0
59975289,8500.0,36.0,9.99,274.24,B,B3,52000.0,3.0,OWN,Source Verified,13.73,0.0,0.0,7.0,1.0,12105.0,52.4,18.0,credit_card,1
9227812,5500.0,36.0,23.4,214.06,E,E5,20000.0,2.0,OWN,Not Verified,8.82,0.0,0.0,9.0,0.0,7672.0,70.4,16.0,debt_consolidation,1
56022235,9000.0,36.0,6.24,274.78,A,A2,80000.0,8.0,MORTGAGE,Not Verified,8.79,0.0,0.0,10.0,1.0,8134.0,33.8,18.0,credit_card,0
110936661,14050.0,36.0,9.93,452.9,B,B2,125000.0,10.0,RENT,Not Verified,9.64,0.0,0.0,7.0,0.0,14621.0,29.8,14.0,debt_consolidation,0
8374623,24375.0,36.0,6.03,741.87,A,A1,55000.0,7.0,MORTGAGE,Verified,12.5,0.0,0.0,11.0,0.0,14712.0,43.8,27.0,debt_consolidation,0
68448677,17600.0,36.0,7.91,550.79,A,A5,90000.0,10.0,MORTGAGE,Not Verified,18.16,0.0,0.0,12.0,0.0,20677.0,84.7,21.0,debt_consolidation,1
138304890,7500.0,36.0,7.84,234.47,A,A4,120000.0,4.0,RENT,Not Verified,7.15,0.0,0.0,6.0,0.0,23641.0,96.5,7.0,credit_card,0
43769760,35000.0,36.0,9.99,1129.19,B,B3,275000.0,2.0,MORTGAGE,Verified,8.93,3.0,0.0,9.0,0.0,56558.0,89.5,23.0,credit_card,0
70892521,30000.0,36.0,12.99,1010.68,C,C2,161000.0,10.0,MORTGAGE,Source Verified,5.84,4.0,1.0,8.0,0.0,9880.0,58.8,27.0,debt_consolidation,0
60135838,10000.0,36.0,10.99,327.34,B,B4,75000.0,0.0,MORTGAGE,Not Verified,7.56,0.0,2.0,7.0,0.0,15791.0,33.0,19.0,credit_card,0
138168801,24000.0,60.0,29.69,771.92,F,F2,82175.0,9.0,MORTGAGE,Verified,20.52,0.0,0.0,7.0,0.0,26892.0,77.7,20.0,debt_consolidation,0
75154449,35000.0,60.0,26.57,1059.76,F,F5,118000.0,0.0,MORTGAGE,Source Verified,13.23,0.0,5.0,13.0,1.0,6268.0,23.8,26.0,debt_consolidation,0
141355329,13500.0,60.0,22.35,375.55,D,D5,50000.0,2.0,RENT,Not Verified,19.02,0.0,0.0,13.0,0.0,11203.0,39.2,29.0,credit_card,0
66494511,12000.0,60.0,14.48,282.22,C,C5,40000.0,10.0,RENT,Verified,22.95,0.0,1.0,9.0,0.0,14651.0,84.7,10.0,debt_consolidation,1
20258552,14300.0,36.0,9.17,455.87,B,B1,100000.0,10.0,MORTGAGE,Verified,24.93,0.0,3.0,16.0,0.0,3221.0,8.2,51.0,debt_consolidation,0
5646338,4500.0,36.0,14.33,154.53,C,C1,34139.68,5.0,MORTGAGE,Verified,21.27,1.0,0.0,9.0,0.0,6830.0,48.1,39.0,debt_consolidation,0
76081888,14300.0,36.0,19.99,531.37,E,E1,30000.0,3.0,RENT,Source Verified,18.48,0.0,0.0,20.0,0.0,7973.0,53.2,24.0,small_business,1
9007965,35000.0,60.0,24.08,1008.51,F,F2,130000.0,5.0,MORTGAGE,Verified,11.28,0.0,1.0,7.0,0.0,42385.0,68.0,16.0,small_business,0
34874028,5000.0,36.0,11.44,164.74,B,B4,59000.0,2.0,RENT,Not Verified,22.72,0.0,0.0,8.0,0.0,13042.0,44.7,24.0,other,0
60740471,6400.0,36.0,9.17,204.03,B,B2,80000.0,9.0,MORTGAGE,Not Verified,19.55,0.0,1.0,10.0,0.0,16460.0,42.3,23.0,debt_consolidation,0
111481702,11250.0,36.0,17.09,401.6,D,D1,74000.0,2.0,MORTGAGE,Source Verified,27.98,0.0,3.0,19.0,0.0,19338.0,29.0,27.0,credit_card,0
76242375,10000.0,36.0,9.75,321.5,B,B3,65000.0,7.0,MORTGAGE,Not Verified,12.93,1.0,0.0,12.0,0.0,3738.0,19.3,43.0,home_improvement,0
1254072,10000.0,36.0,15.81,350.64,C,C4,65000.0,3.0,RENT,Not Verified,7.94,0.0,3.0,7.0,0.0,5066.0,37.0,16.0,medical,1
34513202,18000.0,36.0,12.99,606.41,C,C2,45000.0,4.0,RENT,Verified,33.97,0.0,1.0,16.0,0.0,19111.0,40.1,31.0,debt_consolidation,0
50758443,9000.0,36.0,9.99,290.37,B,B3,52000.0,10.0,RENT,Source Verified,33.57,0.0,0.0,7.0,0.0,15287.0,79.6,17.0,debt_consolidation,0
61443944,35000.0,36.0,9.17,1115.77,B,B2,117000.0,2.0,RENT,Source Verified,24.99,0.0,0.0,13.0,1.0,13910.0,73.2,18.0,debt_consolidation,0
39319991,7450.0,36.0,9.49,238.62,B,B2,56000.0,10.0,MORTGAGE,Not Verified,5.76,1.0,0.0,6.0,0.0,9675.0,92.1,16.0,credit_card,0
8834880,24000.0,60.0,18.55,616.65,D,D2,96000.0,10.0,MORTGAGE,Source Verified,17.21,1.0,2.0,22.0,0.0,21651.0,91.0,58.0,debt_consolidation,0
7506044,15000.0,60.0,23.1,423.72,E,E4,72000.0,3.0,MORTGAGE,Source Verified,21.17,1.0,2.0,11.0,0.0,13868.0,63.0,27.0,debt_consolidation,0
16051322,5000.0,36.0,6.03,152.18,A,A1,80000.0,2.0,RENT,Not Verified,19.77,0.0,0.0,15.0,0.0,2572.0,4.3,18.0,debt_consolidation,0
5844593,12000.0,36.0,15.22,417.28,C,C3,58000.0,0.0,RENT,Not Verified,19.03,0.0,0.0,14.0,0.0,11124.0,91.2,20.0,credit_card,0
55787142,12000.0,60.0,13.33,275.07,C,C3,70000.0,5.0,RENT,Not Verified,17.13,3.0,1.0,15.0,0.0,9158.0,67.8,25.0,debt_consolidation,0
1155185,20000.0,36.0,12.12,665.44,B,B3,61707.0,10.0,OWN,Not Verified,10.95,0.0,0.0,9.0,0.0,27871.0,52.9,13.0,credit_card,0
106316565,12000.0,36.0,10.49,389.98,B,B2,131000.0,3.0,RENT,Source Verified,10.21,2.0,0.0,10.0,0.0,2244.0,8.0,21.0,debt_consolidation,0
28603197,9125.0,36.0,14.99,316.28,C,C5,65000.0,10.0,MORTGAGE,Source Verified,39.59,3.0,0.0,7.0,0.0,13568.0,79.3,20.0,credit_card,0
46795445,16000.0,60.0,18.84,413.65,E,E2,40000.0,10.0,MORTGAGE,Not Verified,13.89,0.0,2.0,9.0,0.0,10378.0,58.6,17.0,debt_consolidation,1
137932377,10000.0,36.0,20.89,376.19,D,D4,81000.0,6.0,MORTGAGE,Not Verified,25.36,3.0,0.0,11.0,0.0,13366.0,74.3,23.0,credit_card,0
92165146,14000.0,36.0,24.74,554.72,E,E3,29900.0,10.0,OWN,Source Verified,31.15,0.0,0.0,12.0,1.0,8011.0,36.1,32.0,credit_card,1
22272538,2400.0,36.0,16.99,85.56,D,D3,42500.0,1.0,OWN,Not Verified,17.28,0.0,1.0,9.0,0.0,12260.0,44.7,13.0,credit_card,0
60762258,12000.0,36.0,11.53,395.89,B,B5,91000.0,4.0,RENT,Source Verified,14.84,0.0,1.0,9.0,0.0,13886.0,65.5,20.0,debt_consolidation,0
21350470,12000.0,60.0,12.99,272.98,C,C1,55000.0,1.0,RENT,Source Verified,13.46,0.0,1.0,11.0,0.0,12834.0,71.7,23.0,credit_card,0
56110723,19000.0,36.0,6.89,585.71,A,A3,93000.0,2.0,MORTGAGE,Not Verified,26.74,0.0,0.0,17.0,0.0,18162.0,36.4,34.0,credit_card,0
77200635,7900.0,36.0,15.31,275.06,C,C5,22000.0,2.0,RENT,Verified,19.59,0.0,0.0,13.0,0.0,6540.0,25.8,15.0,debt_consolidation,1
65795946,15000.0,60.0,12.05,334.05,C,C1,51000.0,10.0,MORTGAGE,Not Verified,15.67,0.0,0.0,10.0,0.0,12871.0,63.4,28.0,debt_consolidation,1
98317426,12000.0,60.0,10.49,257.87,B,B2,85000.0,10.0,MORTGAGE,Not Verified,7.71,0.0,1.0,17.0,0.0,1168.0,1.8,43.0,credit_card,0
5335292,2600.0,36.0,12.12,86.51,B,B3,45000.0,8.0,RENT,Not Verified,0.8,0.0,0.0,3.0,0.0,1059.0,22.1,20.0,debt_consolidation,0
115076187,12000.0,36.0,13.59,407.75,C,C2,52000.0,10.0,MORTGAGE,Not Verified,23.38,0.0,1.0,5.0,0.0,11773.0,75.0,8.0,debt_consolidation,1
111738130,6000.0,36.0,16.02,211.01,C,C5,32000.0,1.0,RENT,Verified,33.86,0.0,1.0,13.0,0.0,9704.0,25.3,17.0,debt_consolidation,0
77140493,30000.0,36.0,14.46,1032.05,C,C4,101000.0,0.0,MORTGAGE,Verified,16.47,0.0,0.0,26.0,0.0,36599.0,82.1,49.0,debt_consolidation,0
70072864,10000.0,36.0,14.85,345.92,C,C5,47376.0,0.0,RENT,Source Verified,7.27,0.0,1.0,9.0,0.0,9102.0,81.3,14.0,debt_consolidation,0
50585843,20000.0,60.0,17.57,503.21,D,D4,140000.0,10.0,MORTGAGE,Source Verified,12.58,2.0,0.0,7.0,0.0,13654.0,51.1,29.0,home_improvement,0
13637436,28000.0,36.0,15.31,974.89,C,C4,120350.0,1.0,RENT,Not Verified,13.36,0.0,0.0,12.0,0.0,44826.0,92.0,26.0,debt_consolidation,0
51878826,10000.0,36.0,11.53,329.91,B,B5,73000.0,1.0,RENT,Verified,7.55,0.0,1.0,12.0,1.0,792.0,8.1,34.0,debt_consolidation,0
6206964,20000.0,60.0,15.88,485.09,C,C4,65000.0,0.0,RENT,Verified,23.2,0.0,1.0,12.0,0.0,19929.0,55.8,33.0,debt_consolidation,0
4285174,33600.0,60.0,18.49,862.21,D,D2,102000.0,10.0,MORTGAGE,Verified,30.69,0.0,1.0,16.0,0.0,31322.0,69.9,34.0,debt_consolidation,0
41890136,35000.0,36.0,17.86,1262.88,D,D5,120000.0,10.0,MORTGAGE,Verified,8.54,3.0,0.0,8.0,0.0,24792.0,72.0,13.0,credit_card,0
92224875,10000.0,60.0,21.49,273.3,D,D5,30000.0,10.0,RENT,Source Verified,12.84,0.0,0.0,14.0,1.0,9826.0,40.9,38.0,debt_consolidation,1
97962699,9600.0,36.0,11.39,316.07,B,B3,70000.0,10.0,MORTGAGE,Source Verified,32.37,0.0,0.0,22.0,0.0,16116.0,49.7,39.0,credit_card,1
111978505,7850.0,36.0,17.09,280.23,D,D1,70000.0,0.0,RENT,Verified,22.65,0.0,0.0,6.0,0.0,10393.0,64.0,11.0,credit_card,1
3701113,14400.0,36.0,13.11,485.96,B,B4,78000.0,10.0,MORTGAGE,Not Verified,13.78,1.0,1.0,15.0,0.0,13604.0,59.4,29.0,debt_consolidation,0
46776904,19200.0,60.0,13.99,446.66,C,C4,62000.0,0.0,RENT,Not Verified,33.01,1.0,0.0,13.0,0.0,20200.0,71.9,33.0,debt_consolidation,0
3638038,10850.0,36.0,11.14,355.94,B,B2,41000.0,2.0,RENT,Verified,31.11,0.0,1.0,8.0,0.0,22671.0,53.1,29.0,debt_consolidation,0
65019608,13500.0,60.0,13.67,311.82,C,C4,62000.0,9.0,MORTGAGE,Source Verified,21.14,0.0,0.0,10.0,1.0,14622.0,83.6,20.0,debt_consolidation,0
46703267,24900.0,60.0,13.99,579.26,C,C4,130000.0,3.0,MORTGAGE,Verified,22.7,0.0,0.0,13.0,0.0,8649.0,37.1,46.0,debt_consolidation,0
92648355,18000.0,36.0,10.49,584.96,B,B2,110000.0,3.0,RENT,Source Verified,17.76,0.0,2.0,8.0,1.0,20498.0,92.8,15.0,credit_card,0
136373775,16000.0,60.0,12.73,361.85,B,B5,120000.0,0.0,MORTGAGE,Source Verified,16.16,0.0,1.0,16.0,0.0,21545.0,78.3,23.0,credit_card,0
55798758,35000.0,36.0,8.18,1099.69,B,B1,130000.0,9.0,MORTGAGE,Source Verified,27.86,0.0,0.0,13.0,0.0,43869.0,77.9,23.0,credit_card,0
74497197,30000.0,60.0,12.99,682.44,C,C2,125000.0,10.0,RENT,Source Verified,12.09,0.0,0.0,8.0,0.0,323.0,1.6,28.0,debt_consolidation,0
88422954,25000.0,60.0,19.99,662.21,D,D4,100000.0,8.0,MORTGAGE,Not Verified,18.34,0.0,4.0,13.0,0.0,23483.0,50.2,18.0,debt_consolidation,1
123053403,20000.0,36.0,12.62,670.23,C,C1,65000.0,10.0,MORTGAGE,Source Verified,19.87,0.0,1.0,9.0,0.0,14702.0,59.5,12.0,debt_consolidation,0
61313235,12425.0,36.0,5.32,374.18,A,A1,140000.0,10.0,RENT,Source Verified,3.44,0.0,0.0,6.0,0.0,8016.0,89.1,23.0,credit_card,0
43996902,6000.0,36.0,9.99,193.58,B,B3,48000.0,0.0,RENT,Not Verified,8.95,2.0,0.0,6.0,1.0,5112.0,45.6,14.0,debt_consolidation,1
70951378,21000.0,60.0,15.31,503.02,C,C5,75000.0,10.0,RENT,Not Verified,20.99,0.0,1.0,14.0,2.0,13977.0,92.6,48.0,credit_card,0
63484325,4200.0,36.0,17.86,151.55,D,D5,75000.0,2.0,RENT,Source Verified,5.82,0.0,1.0,8.0,4.0,1845.0,41.9,18.0,debt_consolidation,0
7049931,20000.0,60.0,23.4,568.42,E,E5,108000.0,2.0,MORTGAGE,Verified,6.72,1.0,2.0,9.0,0.0,24805.0,91.2,28.0,debt_consolidation,0
65785401,17875.0,36.0,18.49,650.63,E,E2,67200.0,5.0,MORTGAGE,Source Verified,16.68,0.0,2.0,55.0,0.0,12372.0,54.5,71.0,credit_card,0
48745780,9600.0,36.0,12.69,322.04,C,C2,42770.0,9.0,MORTGAGE,Verified,13.41,0.0,2.0,6.0,1.0,7998.0,57.1,9.0,debt_consolidation,0
72734740,32000.0,36.0,18.25,1160.9,D,D3,103000.0,4.0,MORTGAGE,Verified,25.16,0.0,1.0,15.0,0.0,514.0,1.5,24.0,debt_consolidation,0
69943293,17000.0,36.0,7.49,528.73,A,A4,82000.0,10.0,MORTGAGE,Not Verified,5.5,0.0,0.0,8.0,0.0,12663.0,59.2,22.0,debt_consolidation,0
16882643,2500.0,36.0,13.35,84.66,C,C2,24900.0,1.0,RENT,Not Verified,26.89,0.0,1.0,6.0,1.0,2846.0,28.0,17.0,debt_consolidation,0
103749186,25000.0,60.0,14.99,594.62,C,C4,67000.0,10.0,RENT,Not Verified,18.83,0.0,0.0,28.0,1.0,9979.0,15.6,36.0,debt_consolidation,0
17934925,6200.0,36.0,18.99,227.24,E,E1,125000.0,9.0,MORTGAGE,Not Verified,9.92,4.0,0.0,6.0,0.0,2213.0,61.5,11.0,home_improvement,0
143614509,14725.0,36.0,13.56,500.13,C,C1,86500.0,10.0,MORTGAGE,Source Verified,8.44,0.0,0.0,4.0,0.0,38.0,1.7,31.0,debt_consolidation,0
88533845,17200.0,36.0,13.49,583.61,C,C2,96500.0,10.0,OWN,Source Verified,1.77,0.0,1.0,13.0,1.0,2747.0,9.0,23.0,debt_consolidation,0
73410133,10000.0,36.0,9.75,321.5,B,B3,70000.0,2.0,MORTGAGE,Source Verified,7.99,1.0,1.0,8.0,0.0,10102.0,88.6,13.0,debt_consolidation,0
65189244,19975.0,36.0,14.33,685.91,C,C5,74000.0,2.0,RENT,Verified,15.72,0.0,2.0,18.0,0.0,22677.0,103.0,20.0,debt_consolidation,0
68029829,12000.0,36.0,8.49,378.76,B,B1,65000.0,10.0,RENT,Not Verified,32.77,0.0,1.0,24.0,0.0,45785.0,68.0,46.0,debt_consolidation,1
46794028,8000.0,36.0,11.53,263.93,B,B5,40000.0,2.0,MORTGAGE,Source Verified,15.93,0.0,2.0,8.0,1.0,5167.0,28.2,22.0,debt_consolidation,0
136203809,11900.0,36.0,26.31,481.43,E,E4,35000.0,1.0,OWN,Source Verified,5.32,0.0,0.0,4.0,0.0,6988.0,51.4,14.0,major_purchase,0
10134969,30000.0,36.0,16.99,1069.44,D,D1,95000.0,2.0,MORTGAGE,Verified,32.6,0.0,0.0,22.0,0.0,64298.0,80.0,44.0,debt_consolidation,0
20790971,8050.0,36.0,18.99,295.05,E,E1,64000.0,8.0,OWN,Not Verified,3.73,2.0,0.0,7.0,0.0,8445.0,46.2,18.0,debt_consolidation,1
109372686,30000.0,36.0,10.42,973.95,B,B3,60000.0,8.0,RENT,Source Verified,24.86,0.0,1.0,18.0,0.0,11795.0,18.2,29.0,debt_consolidation,0
4311805,18200.0,36.0,8.9,577.91,A,A5,180000.0,10.0,MORTGAGE,Source Verified,8.35,1.0,0.0,11.0,0.0,17605.0,49.1,28.0,debt_consolidation,0
11678599,9450.0,36.0,19.22,347.46,D,D4,26316.0,10.0,OWN,Verified,27.91,0.0,0.0,12.0,1.0,18223.0,84.8,25.0,major_purchase,0
10626322,10000.0,36.0,15.61,349.65,C,C4,57500.0,10.0,OWN,Verified,11.73,0.0,2.0,7.0,1.0,3193.0,33.6,28.0,home_improvement,0
82516206,20000.0,36.0,14.49,688.33,C,C4,40000.0,5.0,MORTGAGE,Verified,24.36,0.0,0.0,8.0,0.0,8294.0,22.7,15.0,debt_consolidation,0
1372100,20000.0,36.0,12.12,665.44,B,B3,105000.0,1.0,MORTGAGE,Not Verified,19.86,0.0,0.0,12.0,0.0,32048.0,44.5,25.0,debt_consolidation,0
21881151,9000.0,36.0,16.29,317.71,D,D2,37000.0,0.0,RENT,Not Verified,29.51,0.0,2.0,11.0,0.0,17965.0,73.3,15.0,debt_consolidation,1
763437,8000.0,36.0,9.99,258.1,B,B1,61995.0,2.0,RENT,Not Verified,4.37,0.0,0.0,5.0,0.0,4090.0,85.2,17.0,debt_consolidation,0
49783458,20000.0,36.0,9.99,645.25,B,B3,80000.0,3.0,MORTGAGE,Source Verified,14.12,0.0,1.0,16.0,1.0,8383.0,35.2,42.0,debt_consolidation,0
92537295,14000.0,36.0,5.32,421.61,A,A1,73000.0,10.0,MORTGAGE,Not Verified,21.47,0.0,0.0,9.0,0.0,13497.0,32.0,17.0,credit_card,0
19216250,14000.0,60.0,15.61,337.56,D,D1,48000.0,10.0,MORTGAGE,Not Verified,17.23,1.0,2.0,13.0,0.0,9679.0,55.9,21.0,debt_consolidation,0
75302582,8000.0,36.0,11.99,265.68,C,C1,87859.0,3.0,RENT,Source Verified,32.36,0.0,0.0,18.0,0.0,9132.0,63.6,36.0,debt_consolidation,0
75182118,3600.0,36.0,12.99,121.29,C,C2,49000.0,8.0,RENT,Source Verified,21.97,0.0,1.0,10.0,0.0,6400.0,38.8,19.0,debt_consolidation,0
46763176,9250.0,36.0,12.69,310.29,C,C2,57000.0,10.0,RENT,Verified,22.27,0.0,0.0,11.0,0.0,22951.0,96.8,15.0,debt_consolidation,0
43530392,21000.0,36.0,8.18,659.81,B,B1,240000.0,6.0,MORTGAGE,Verified,9.07,0.0,1.0,13.0,1.0,8784.0,41.8,46.0,home_improvement,0
35988988,4800.0,36.0,15.99,168.74,D,D2,48000.0,10.0,RENT,Not Verified,19.15,0.0,2.0,8.0,1.0,4570.0,78.8,18.0,other,0
76001967,20000.0,36.0,7.89,625.72,A,A5,85782.0,6.0,MORTGAGE,Not Verified,17.39,0.0,0.0,9.0,0.0,12959.0,59.4,15.0,home_improvement,0
12986924,7000.0,36.0,12.99,235.83,B,B5,38000.0,10.0,RENT,Not Verified,20.66,0.0,0.0,6.0,0.0,7821.0,85.0,15.0,credit_card,0
85614534,25075.0,60.0,29.96,810.65,G,G4,57000.0,10.0,MORTGAGE,Verified,22.34,0.0,0.0,8.0,0.0,13772.0,76.5,10.0,debt_consolidation,1
94516834,20000.0,36.0,17.99,722.95,D,D2,68000.0,9.0,RENT,Verified,34.05,0.0,0.0,21.0,0.0,26157.0,86.6,30.0,debt_consolidation,0
40573538,28000.0,60.0,18.84,723.88,E,E2,85000.0,2.0,MORTGAGE,Verified,16.42,0.0,0.0,7.0,0.0,16761.0,96.3,15.0,debt_consolidation,0
100105964,40000.0,60.0,13.99,930.53,C,C3,150000.0,10.0,OWN,Verified,21.14,1.0,0.0,12.0,0.0,11586.0,46.3,20.0,debt_consolidation,1
60707325,1600.0,36.0,6.89,49.33,A,A3,42000.0,10.0,MORTGAGE,Verified,14.69,0.0,0.0,7.0,0.0,1359.0,10.8,15.0,home_improvement,0
28594456,15500.0,36.0,6.49,474.99,A,A2,80000.0,10.0,MORTGAGE,Not Verified,17.95,0.0,0.0,15.0,0.0,9041.0,14.1,40.0,home_improvement,1
27642276,11000.0,60.0,13.98,255.84,C,C3,70000.0,7.0,MORTGAGE,Not Verified,18.79,0.0,0.0,15.0,1.0,5732.0,38.5,51.0,debt_consolidation,1
125235595,2500.0,36.0,21.45,94.77,D,D5,42350.0,2.0,MORTGAGE,Not Verified,14.28,1.0,0.0,4.0,0.0,3909.0,81.4,15.0,debt_consolidation,0
65834782,35000.0,60.0,15.41,840.2,D,D1,98000.0,2.0,MORTGAGE,Source Verified,8.16,0.0,1.0,7.0,0.0,5770.0,41.5,16.0,debt_consolidation,0
88999320,35000.0,36.0,13.99,1196.05,C,C3,100000.0,10.0,MORTGAGE,Not Verified,25.67,0.0,0.0,13.0,2.0,13567.0,28.8,29.0,debt_consolidation,0
26218153,14075.0,60.0,18.24,359.26,D,D5,32000.0,5.0,RENT,Source Verified,14.07,0.0,0.0,6.0,0.0,18375.0,92.3,18.0,debt_consolidation,1
31507270,16850.0,36.0,15.61,589.16,D,D1,40171.0,1.0,RENT,Not Verified,9.2,0.0,0.0,13.0,0.0,12903.0,74.2,19.0,credit_card,1
70711626,9600.0,36.0,11.99,318.82,C,C1,90000.0,2.0,MORTGAGE,Source Verified,18.91,0.0,2.0,13.0,0.0,14664.0,75.6,34.0,credit_card,0
6207651,15000.0,36.0,6.62,460.56,A,A2,52000.0,3.0,MORTGAGE,Not Verified,11.56,1.0,0.0,10.0,0.0,17494.0,30.8,27.0,credit_card,0
110727945,35000.0,36.0,18.06,1266.39,D,D2,75000.0,10.0,RENT,Source Verified,12.69,0.0,4.0,17.0,0.0,27776.0,47.4,29.0,debt_consolidation,1
